timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T10:27:55Z,0.7,0.6,43.50,1.53,
2026-09-20T10:27:57Z,138.7,159.2,158.97,1.54,221.83
2026-09-20T10:27:59Z,178.2,156.5,133.28,3.32,117.60
2026-09-20T10:28:01Z,106.4,86.5,159.14,5.48,99.48
2026-09-20T10:28:03Z,91.6,119.5,127.55,3.30,76.93
2026-09-20T10:28:05Z,118.0,67.5,,,
2026-09-20T10:28:07Z,37.1,30.7,18.96,0.66,
