timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:55:12Z,app1,0,20,20,20,0
2026-09-20T07:55:12Z,app2,1,19,20,20,0
2026-09-20T07:55:14Z,app1,20,0,20,20,50
2026-09-20T07:55:14Z,app2,15,5,20,20,0
2026-09-20T07:55:17Z,app1,9,11,20,20,0
2026-09-20T07:55:17Z,app2,3,17,20,20,0
2026-09-20T07:55:19Z,app1,10,10,20,20,0
2026-09-20T07:55:19Z,app2,13,7,20,20,0
2026-09-20T07:55:21Z,app1,11,9,20,20,0
2026-09-20T07:55:21Z,app2,14,6,20,20,0
2026-09-20T07:55:23Z,app1,0,20,20,20,0
2026-09-20T07:55:23Z,app2,0,20,20,20,0
2026-09-20T07:55:26Z,app1,0,20,20,20,0
2026-09-20T07:55:26Z,app2,0,20,20,20,0
2026-09-20T07:55:27Z,app1,0,20,20,20,0
2026-09-20T07:55:27Z,app2,0,20,20,20,0
