timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:30:03Z,app1,0,10,10,10,0
2026-09-20T07:30:03Z,app2,0,10,10,10,0
2026-09-20T07:30:12Z,app1,7,3,10,10,0
2026-09-20T07:30:12Z,app2,4,6,10,10,0
2026-09-20T07:30:14Z,app1,0,10,10,10,0
2026-09-20T07:30:14Z,app2,0,10,10,10,0
2026-09-20T07:30:15Z,app1,0,10,10,10,0
2026-09-20T07:30:15Z,app2,0,10,10,10,0
2026-09-20T07:30:16Z,app1,0,10,10,10,0
2026-09-20T07:30:16Z,app2,0,10,10,10,0
2026-09-20T07:30:18Z,app1,0,10,10,10,0
2026-09-20T07:30:18Z,app2,0,10,10,10,0
