timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T07:30:02Z,2.7,1.3,51.40,1.05,
2026-09-20T07:30:04Z,16.0,58.7,107.91,17.95,274.49
2026-09-20T07:30:06Z,10.0,9.8,118.85,4.32,302.71
2026-09-20T07:30:08Z,20.5,29.1,162.31,1.15,122.83
2026-09-20T07:30:10Z,21.5,22.6,171.52,4.58,89.50
2026-09-20T07:30:12Z,17.2,30.9,,,
2026-09-20T07:30:14Z,1.5,2.4,7.48,0.76,
