timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:56:36Z,app1,0,20,20,20,0
2026-09-20T07:56:36Z,app2,0,20,20,20,0
2026-09-20T07:56:38Z,app1,6,14,20,20,0
2026-09-20T07:56:41Z,app2,20,0,20,20,18
2026-09-20T07:56:44Z,app1,2,18,20,20,0
2026-09-20T07:56:44Z,app2,6,14,20,20,0
2026-09-20T07:56:46Z,app1,20,0,20,20,15
2026-09-20T07:56:46Z,app2,0,20,20,20,0
2026-09-20T07:56:48Z,app1,0,20,20,20,0
2026-09-20T07:56:48Z,app2,0,20,20,20,0
2026-09-20T07:56:49Z,app1,0,20,20,20,0
2026-09-20T07:56:49Z,app2,0,20,20,20,0
2026-09-20T07:56:51Z,app1,0,20,20,20,0
2026-09-20T07:56:51Z,app2,0,20,20,20,0
