timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T07:56:35Z,0.3,0.4,89.33,2.00,
2026-09-20T07:56:37Z,111.1,87.2,183.72,13.66,300.99
2026-09-20T07:56:40Z,52.9,48.0,151.02,5.72,148.85
2026-09-20T07:56:42Z,87.0,62.2,144.20,5.72,89.89
2026-09-20T07:56:44Z,80.0,51.7,117.59,2.63,83.78
2026-09-20T07:56:46Z,43.9,40.4,,,
2026-09-20T07:56:48Z,0.9,0.9,16.97,0.62,
