timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T07:27:44Z,3.4,8.0,29.02,1.59,276.11
2026-09-20T07:27:50Z,5.8,4.2,127.02,25.43,64.75
2026-09-20T07:27:58Z,58.5,75.2,126.94,3.49,
