timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:46:28Z,app1,0,10,10,10,0
2026-09-20T06:46:28Z,app2,0,10,10,10,0
2026-09-20T06:46:30Z,app1,1,9,10,10,0
