timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:29:26Z,app1,0,10,10,10,0
2026-09-20T07:29:26Z,app2,0,10,10,10,0
2026-09-20T07:29:32Z,app1,10,0,10,10,17
2026-09-20T07:29:32Z,app2,10,0,10,10,15
2026-09-20T07:29:38Z,app1,1,9,10,10,0
2026-09-20T07:29:38Z,app2,0,10,10,10,0
2026-09-20T07:29:40Z,app1,0,10,10,10,0
2026-09-20T07:29:40Z,app2,0,10,10,10,0
2026-09-20T07:29:41Z,app1,0,10,10,10,0
2026-09-20T07:29:41Z,app2,0,10,10,10,0
2026-09-20T07:29:43Z,app1,0,10,10,10,0
2026-09-20T07:29:43Z,app2,0,10,10,10,0
