timestamp_utc,innodb_lock_waits,lock_wait_rows
2026-09-19T10:15:28Z,12023,0
2026-09-19T10:15:29Z,12706,741
2026-09-19T10:15:32Z,13910,0
2026-09-19T10:15:36Z,15580,45
2026-09-19T10:15:39Z,17287,0
