timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:29:43Z,app1,0,10,10,10,0
2026-09-20T07:29:43Z,app2,0,10,10,10,0
2026-09-20T07:29:45Z,app1,10,0,10,10,8
2026-09-20T07:29:45Z,app2,3,7,10,10,0
2026-09-20T07:29:47Z,app1,5,5,10,10,0
2026-09-20T07:29:47Z,app2,10,0,10,10,1
2026-09-20T07:29:56Z,app1,10,0,10,10,190
2026-09-20T07:29:56Z,app2,10,0,10,10,189
2026-09-20T07:29:59Z,app1,0,10,10,10,0
2026-09-20T07:29:59Z,app2,0,10,10,10,0
2026-09-20T07:30:00Z,app1,0,10,10,10,0
2026-09-20T07:30:00Z,app2,0,10,10,10,0
2026-09-20T07:30:02Z,app1,0,10,10,10,0
2026-09-20T07:30:02Z,app2,0,10,10,10,0
