timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:49:53Z,app1,0,10,10,10,0
2026-09-20T06:49:53Z,app2,0,10,10,10,0
2026-09-20T06:50:16Z,app1,3,7,10,10,0
2026-09-20T06:50:16Z,app2,4,6,10,10,0
2026-09-20T06:50:18Z,app1,1,9,10,10,0
2026-09-20T06:50:18Z,app2,0,10,10,10,0
2026-09-20T06:50:20Z,app1,1,9,10,10,0
2026-09-20T06:50:20Z,app2,0,10,10,10,0
2026-09-20T06:50:22Z,app1,0,10,10,10,0
2026-09-20T06:50:22Z,app2,0,10,10,10,0
2026-09-20T06:50:24Z,app1,0,10,10,10,0
2026-09-20T06:50:24Z,app2,0,10,10,10,0
2026-09-20T06:50:25Z,app1,0,10,10,10,0
2026-09-20T06:50:25Z,app2,0,10,10,10,0
