timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:51:28Z,app1,0,10,10,10,0
2026-09-20T06:51:28Z,app2,0,10,10,10,0
2026-09-20T06:51:30Z,app1,1,9,10,10,0
2026-09-20T06:51:58Z,app1,10,0,10,10,188
2026-09-20T06:51:58Z,app2,10,0,10,10,190
2026-09-20T06:52:00Z,app1,0,10,10,10,0
2026-09-20T06:52:00Z,app2,1,9,10,10,0
2026-09-20T06:52:02Z,app1,0,10,10,10,0
2026-09-20T06:52:02Z,app2,1,9,10,10,0
2026-09-20T06:52:03Z,app1,1,9,10,10,0
2026-09-20T06:52:03Z,app2,0,10,10,10,0
2026-09-20T06:52:05Z,app1,1,9,10,10,0
2026-09-20T06:52:05Z,app2,0,10,10,10,0
2026-09-20T06:52:07Z,app1,1,9,10,10,0
2026-09-20T06:52:07Z,app2,0,10,10,10,0
2026-09-20T06:52:09Z,app1,0,10,10,10,0
2026-09-20T06:52:09Z,app2,0,10,10,10,0
2026-09-20T06:52:10Z,app1,0,10,10,10,0
2026-09-20T06:52:10Z,app2,0,10,10,10,0
2026-09-20T06:52:12Z,app1,0,10,10,10,0
2026-09-20T06:52:12Z,app2,0,10,10,10,0
