timestamp_utc,innodb_lock_waits,lock_wait_rows
2026-09-19T09:56:17Z,1000,0
2026-09-19T09:56:18Z,1705,171
2026-09-19T09:56:21Z,2611,1
2026-09-19T09:56:25Z,3808,0
2026-09-19T09:56:28Z,4217,0
