timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T11:28:51Z,0.1,0.0,82.53,1.82,
2026-09-20T11:28:53Z,13.1,48.5,65.80,1.23,51.45
2026-09-20T11:28:55Z,36.9,42.8,93.83,3.47,71.83
2026-09-20T11:28:57Z,6.6,11.5,197.52,4.24,101.77
2026-09-20T11:28:59Z,19.2,33.1,108.29,2.11,77.73
2026-09-20T11:29:01Z,10.6,13.2,,,
2026-09-20T11:29:03Z,1.9,6.3,13.34,0.74,
