timestamp_utc,app,active,idle,total,max,pending
2026-09-20T11:13:06Z,app1,0,30,30,30,0
2026-09-20T11:13:06Z,app2,0,30,30,30,0
2026-09-20T11:13:08Z,app1,1,29,30,30,0
2026-09-20T11:13:08Z,app2,1,29,30,30,0
2026-09-20T11:13:10Z,app1,23,7,30,30,0
2026-09-20T11:13:10Z,app2,2,28,30,30,0
2026-09-20T11:13:11Z,app1,5,25,30,30,0
2026-09-20T11:13:11Z,app2,5,25,30,30,0
2026-09-20T11:13:17Z,app1,1,29,30,30,0
2026-09-20T11:13:17Z,app2,1,29,30,30,0
2026-09-20T11:13:19Z,app1,0,30,30,30,0
2026-09-20T11:13:19Z,app2,0,30,30,30,0
2026-09-20T11:13:21Z,app1,0,30,30,30,0
2026-09-20T11:13:21Z,app2,0,30,30,30,0
2026-09-20T11:13:22Z,app1,0,30,30,30,0
2026-09-20T11:13:22Z,app2,0,30,30,30,0
