timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T11:13:05Z,0.1,0.2,136.98,3.30,
2026-09-20T11:13:07Z,61.7,92.3,81.08,1.58,57.88
2026-09-20T11:13:09Z,50.3,21.3,65.33,1.41,51.54
2026-09-20T11:13:12Z,67.6,44.7,71.63,3.79,68.46
2026-09-20T11:13:14Z,13.2,9.1,170.62,3.08,124.56
2026-09-20T11:13:16Z,10.8,20.8,,,
2026-09-20T11:13:19Z,0.8,1.0,19.34,0.89,
