timestamp_utc,innodb_lock_waits,lock_wait_rows
2026-09-19T10:15:08Z,7970,0
2026-09-19T10:15:09Z,8551,703
2026-09-19T10:15:12Z,9641,21
2026-09-19T10:15:15Z,11596,66
