timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T10:43:40Z,0.3,2.1,126.91,1.82,
2026-09-20T10:43:42Z,98.9,82.8,109.53,1.77,79.59
2026-09-20T10:43:44Z,59.6,98.6,86.44,1.35,57.53
2026-09-20T10:43:46Z,58.6,35.2,85.37,1.35,55.21
2026-09-20T10:43:48Z,51.2,47.2,83.80,1.54,59.55
2026-09-20T10:43:50Z,67.2,43.0,,,
2026-09-20T10:43:52Z,4.1,3.4,13.97,0.75,
