timestamp_utc,app,active,idle,total,max,pending
2026-09-20T10:43:40Z,app1,0,30,30,30,0
2026-09-20T10:43:40Z,app2,0,30,30,30,0
2026-09-20T10:43:42Z,app1,29,1,30,30,0
2026-09-20T10:43:42Z,app2,12,18,30,30,0
2026-09-20T10:43:44Z,app1,2,28,30,30,0
2026-09-20T10:43:44Z,app2,6,24,30,30,0
2026-09-20T10:43:46Z,app1,4,26,30,30,0
2026-09-20T10:43:46Z,app2,2,28,30,30,0
2026-09-20T10:43:47Z,app1,5,25,30,30,0
2026-09-20T10:43:47Z,app2,6,24,30,30,0
2026-09-20T10:43:49Z,app1,2,28,30,30,0
2026-09-20T10:43:49Z,app2,1,29,30,30,0
2026-09-20T10:43:51Z,app1,0,30,30,30,0
2026-09-20T10:43:51Z,app2,0,30,30,30,0
2026-09-20T10:43:52Z,app1,0,30,30,30,0
2026-09-20T10:43:52Z,app2,0,30,30,30,0
2026-09-20T10:43:54Z,app1,0,30,30,30,0
2026-09-20T10:43:54Z,app2,0,30,30,30,0
2026-09-20T10:43:55Z,app1,0,30,30,30,0
2026-09-20T10:43:55Z,app2,0,30,30,30,0
