timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:47:18Z,app1,0,10,10,10,0
2026-09-20T07:47:18Z,app2,0,10,10,10,0
2026-09-20T07:47:20Z,app1,6,4,10,10,0
2026-09-20T07:47:20Z,app2,10,0,10,10,0
2026-09-20T07:47:29Z,app1,10,0,10,10,141
2026-09-20T07:47:29Z,app2,2,8,10,10,0
2026-09-20T07:47:31Z,app1,0,10,10,10,0
2026-09-20T07:47:31Z,app2,0,10,10,10,0
2026-09-20T07:47:33Z,app1,0,10,10,10,0
2026-09-20T07:47:33Z,app2,0,10,10,10,0
2026-09-20T07:47:34Z,app1,0,10,10,10,0
2026-09-20T07:47:34Z,app2,0,10,10,10,0
