timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T07:47:17Z,0.4,0.2,89.22,1.37,
2026-09-20T07:47:19Z,28.1,45.0,110.80,4.90,77.48
2026-09-20T07:47:21Z,38.6,27.5,125.45,14.35,361.64
2026-09-20T07:47:23Z,7.3,40.0,128.77,4.20,189.74
2026-09-20T07:47:26Z,8.2,8.5,149.31,2.89,141.63
2026-09-20T07:47:28Z,38.7,22.6,147.44,3.06,148.23
2026-09-20T07:47:30Z,22.5,29.2,,,
2026-09-20T07:47:32Z,4.6,6.9,18.63,0.63,
