timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:48:39Z,app1,0,10,10,10,0
2026-09-20T06:49:06Z,app2,6,0,10,10,191
2026-09-20T06:49:10Z,app1,0,10,10,10,0
2026-09-20T06:49:10Z,app2,1,9,10,10,0
2026-09-20T06:49:12Z,app1,1,9,10,10,0
2026-09-20T06:49:12Z,app2,1,9,10,10,0
2026-09-20T06:49:14Z,app1,1,9,10,10,0
2026-09-20T06:49:14Z,app2,1,9,10,10,0
2026-09-20T06:49:16Z,app1,0,10,10,10,0
2026-09-20T06:49:16Z,app2,0,10,10,10,0
2026-09-20T06:49:17Z,app1,0,10,10,10,0
2026-09-20T06:49:17Z,app2,0,10,10,10,0
2026-09-20T06:49:19Z,app1,0,10,10,10,0
2026-09-20T06:49:19Z,app2,0,10,10,10,0
