timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:57:58Z,app1,0,20,20,20,0
2026-09-20T07:57:58Z,app2,0,20,20,20,0
2026-09-20T07:58:00Z,app1,1,19,20,20,0
2026-09-20T07:58:00Z,app2,2,18,20,20,0
2026-09-20T07:58:02Z,app1,2,18,20,20,0
2026-09-20T07:58:02Z,app2,2,18,20,20,0
2026-09-20T07:58:03Z,app1,2,18,20,20,0
2026-09-20T07:58:03Z,app2,4,16,20,20,0
2026-09-20T07:58:05Z,app1,2,18,20,20,0
2026-09-20T07:58:05Z,app2,5,15,20,20,0
2026-09-20T07:58:07Z,app1,1,19,20,20,0
2026-09-20T07:58:07Z,app2,1,19,20,20,0
2026-09-20T07:58:09Z,app1,11,9,20,20,0
2026-09-20T07:58:09Z,app2,0,20,20,20,0
2026-09-20T07:58:12Z,app1,0,20,20,20,0
2026-09-20T07:58:12Z,app2,0,20,20,20,0
2026-09-20T07:58:13Z,app1,0,20,20,20,0
2026-09-20T07:58:13Z,app2,0,20,20,20,0
2026-09-20T07:58:14Z,app1,0,20,20,20,0
2026-09-20T07:58:14Z,app2,0,20,20,20,0
