timestamp_utc,app,active,idle,total,max,pending
2026-09-19T09:54:57Z,app1,0,10,10,10,0
2026-09-19T09:54:57Z,app2,0,10,10,10,0
2026-09-19T09:54:58Z,app1,1,9,10,10,0
2026-09-19T09:54:58Z,app2,0,10,10,10,0
2026-09-19T09:55:00Z,app1,0,10,10,10,0
2026-09-19T09:55:00Z,app2,0,10,10,10,0
2026-09-19T09:55:01Z,app1,1,9,10,10,0
2026-09-19T09:55:01Z,app2,1,9,10,10,0
2026-09-19T09:55:02Z,app1,0,10,10,10,0
2026-09-19T09:55:02Z,app2,0,10,10,10,0
2026-09-19T09:55:03Z,app1,0,10,10,10,0
2026-09-19T09:55:03Z,app2,0,10,10,10,0
2026-09-19T09:55:04Z,app1,1,9,10,10,0
2026-09-19T09:55:04Z,app2,0,10,10,10,0
2026-09-19T09:55:05Z,app1,1,9,10,10,0
2026-09-19T09:55:05Z,app2,1,9,10,10,0
2026-09-19T09:55:07Z,app1,1,9,10,10,0
2026-09-19T09:55:07Z,app2,0,10,10,10,0
