timestamp_utc,app,active,idle,total,max,pending
2026-09-20T07:59:22Z,app1,0,20,20,20,0
2026-09-20T07:59:22Z,app2,0,20,20,20,0
2026-09-20T07:59:24Z,app2,20,0,20,20,95
2026-09-20T07:59:27Z,app1,2,18,20,20,0
2026-09-20T07:59:27Z,app2,20,0,20,20,2
2026-09-20T07:59:29Z,app1,4,16,20,20,0
2026-09-20T07:59:29Z,app2,9,11,20,20,0
2026-09-20T07:59:30Z,app1,14,6,20,20,0
2026-09-20T07:59:30Z,app2,3,17,20,20,0
2026-09-20T07:59:32Z,app1,2,18,20,20,0
2026-09-20T07:59:32Z,app2,3,17,20,20,0
2026-09-20T07:59:33Z,app1,0,20,20,20,0
2026-09-20T07:59:33Z,app2,0,20,20,20,0
2026-09-20T07:59:35Z,app1,0,20,20,20,0
2026-09-20T07:59:35Z,app2,0,20,20,20,0
2026-09-20T07:59:36Z,app1,0,20,20,20,0
2026-09-20T07:59:36Z,app2,0,20,20,20,0
2026-09-20T07:59:37Z,app1,0,20,20,20,0
2026-09-20T07:59:37Z,app2,0,20,20,20,0
