timestamp_utc,jvm1_cpu_pct,jvm2_cpu_pct,mysql_cpu_pct,redis_coupon_cpu_pct,k6_cpu_pct
2026-09-20T07:48:41Z,0.5,0.2,89.01,3.99,
2026-09-20T07:48:43Z,52.1,39.3,55.08,1.32,45.08
2026-09-20T07:48:45Z,18.1,16.4,105.82,4.76,68.95
2026-09-20T07:48:47Z,29.9,33.0,64.16,1.26,45.06
2026-09-20T07:48:49Z,18.0,26.9,71.52,1.23,38.45
2026-09-20T07:48:51Z,14.5,18.5,,,
2026-09-20T07:48:54Z,6.0,4.2,17.66,0.85,
2026-09-20T07:48:56Z,2.0,1.0,17.21,0.64,
