timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:50:37Z,app1,0,10,10,10,0
2026-09-20T06:50:37Z,app2,0,10,10,10,0
2026-09-20T06:51:06Z,app2,5,5,10,10,0
2026-09-20T06:51:09Z,app1,1,9,10,10,0
2026-09-20T06:51:09Z,app2,0,10,10,10,0
2026-09-20T06:51:10Z,app1,0,10,10,10,0
2026-09-20T06:51:10Z,app2,0,10,10,10,0
2026-09-20T06:51:12Z,app1,2,8,10,10,0
2026-09-20T06:51:12Z,app2,0,10,10,10,0
2026-09-20T06:51:13Z,app1,1,9,10,10,0
2026-09-20T06:51:13Z,app2,0,10,10,10,0
2026-09-20T06:51:15Z,app1,0,10,10,10,0
2026-09-20T06:51:15Z,app2,1,9,10,10,0
2026-09-20T06:51:17Z,app1,0,10,10,10,0
2026-09-20T06:51:17Z,app2,1,9,10,10,0
2026-09-20T06:51:18Z,app1,0,10,10,10,0
2026-09-20T06:51:18Z,app2,0,10,10,10,0
2026-09-20T06:51:19Z,app1,0,10,10,10,0
2026-09-20T06:51:19Z,app2,0,10,10,10,0
2026-09-20T06:51:22Z,app1,0,10,10,10,0
2026-09-20T06:51:22Z,app2,0,10,10,10,0
