timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:56:40Z,app1,0,10,10,10,0
2026-09-20T06:56:40Z,app2,0,10,10,10,0
2026-09-20T06:57:14Z,app1,2,8,10,10,0
2026-09-20T06:57:14Z,app2,1,9,10,10,0
2026-09-20T06:57:16Z,app1,1,9,10,10,0
2026-09-20T06:57:16Z,app2,0,10,10,10,0
2026-09-20T06:57:18Z,app1,1,9,10,10,0
2026-09-20T06:57:18Z,app2,0,10,10,10,0
2026-09-20T06:57:19Z,app1,1,9,10,10,0
2026-09-20T06:57:19Z,app2,0,10,10,10,0
2026-09-20T06:57:21Z,app1,0,10,10,10,0
2026-09-20T06:57:21Z,app2,0,10,10,10,0
2026-09-20T06:57:22Z,app1,0,10,10,10,0
2026-09-20T06:57:22Z,app2,0,10,10,10,0
