timestamp_utc,app,active,idle,total,max,pending
2026-09-20T06:56:02Z,app1,0,10,10,10,0
2026-09-20T06:56:02Z,app2,0,10,10,10,0
2026-09-20T06:56:03Z,app1,1,9,10,10,0
2026-09-20T06:56:29Z,app1,10,0,10,10,190
2026-09-20T06:56:29Z,app2,6,4,10,10,0
2026-09-20T06:56:32Z,app1,0,10,10,10,0
2026-09-20T06:56:32Z,app2,1,9,10,10,0
2026-09-20T06:56:33Z,app1,0,10,10,10,0
2026-09-20T06:56:33Z,app2,1,9,10,10,0
2026-09-20T06:56:35Z,app1,0,10,10,10,0
2026-09-20T06:56:35Z,app2,0,10,10,10,0
2026-09-20T06:56:36Z,app1,0,10,10,10,0
2026-09-20T06:56:36Z,app2,0,10,10,10,0
2026-09-20T06:56:37Z,app1,0,10,10,10,0
2026-09-20T06:56:37Z,app2,0,10,10,10,0
